id,startLocation_12,traffic_12,x_12,y_12,time_12,lightForLeftStraight,lightForLeftTurnRight,lightForRightStraight,lightForRightTurnRight,lightForUpStraight,lightForUpTurnRigt,lightForBottomStraight,lightForBottomTurnRight
12,startUp,straight,0,11,53,0,0,0,0,0,1,0,0
12,startUp,straight,1,11,54,0,0,0,0,0,0,0,1
12,startUp,straight,2,11,55,0,0,0,0,0,0,0,1
12,startUp,straight,3,11,56,0,0,0,0,0,0,0,1
12,startUp,straight,4,11,57,0,0,0,0,0,0,0,1
12,startUp,straight,5,11,58,0,0,0,0,0,0,0,1
12,startUp,straight,6,11,59,0,0,0,0,0,0,0,1
12,startUp,straight,7,11,60,0,0,0,1,0,0,0,0
12,startUp,straight,8,11,61,0,0,0,1,0,0,0,0
12,startUp,straight,9,11,62,0,0,0,1,0,0,0,0
12,startUp,straight,10,11,63,0,0,0,1,0,0,0,0
12,startUp,straight,11,11,64,0,0,0,1,0,0,0,0
12,startUp,straight,11,11,65,0,0,0,1,0,0,0,0
12,startUp,straight,11,11,66,0,0,0,0,1,0,1,0
12,startUp,straight,12,11,67,0,0,0,0,1,0,1,0
12,startUp,straight,13,11,68,0,0,0,0,1,0,1,0
12,startUp,straight,14,11,69,0,0,0,0,1,0,1,0
12,startUp,straight,15,11,70,0,0,0,0,1,0,1,0
12,startUp,straight,16,11,71,0,0,0,0,1,0,1,0
12,startUp,straight,17,11,72,1,0,1,0,0,0,0,0
12,startUp,straight,18,11,73,1,0,1,0,0,0,0,0
12,startUp,straight,19,11,74,1,0,1,0,0,0,0,0
12,startUp,straight,20,11,75,1,0,1,0,0,0,0,0
12,startUp,straight,21,11,76,1,0,1,0,0,0,0,0
12,startUp,straight,22,11,77,1,0,1,0,0,0,0,0
12,startUp,straight,23,11,78,0,1,0,0,0,0,0,0
12,startUp,straight,24,11,79,0,1,0,0,0,0,0,0
12,startUp,straight,25,11,80,0,1,0,0,0,0,0,0
