id,startLocation_20,traffic_20,x_20,y_20,time_20,lightForLeftStraight,lightForLeftTurnRight,lightForRightStraight,lightForRightTurnRight,lightForUpStraight,lightForUpTurnRigt,lightForBottomStraight,lightForBottomTurnRight
20,startLeft,straight,12,0,85,0,0,0,0,0,1,0,0
20,startLeft,straight,12,1,86,0,0,0,0,0,1,0,0
20,startLeft,straight,12,2,87,0,0,0,0,0,1,0,0
20,startLeft,straight,12,3,88,0,0,0,0,0,1,0,0
20,startLeft,straight,12,4,89,0,0,0,0,0,1,0,0
20,startLeft,straight,12,5,90,0,0,0,0,0,0,0,1
20,startLeft,straight,12,6,91,0,0,0,0,0,0,0,1
20,startLeft,straight,12,7,92,0,0,0,0,0,0,0,1
20,startLeft,straight,12,7,93,0,0,0,0,0,0,0,1
20,startLeft,straight,12,7,94,0,0,0,0,0,0,0,1
20,startLeft,straight,12,7,95,0,0,0,0,0,0,0,1
20,startLeft,straight,12,7,96,0,0,0,1,0,0,0,0
20,startLeft,straight,12,7,97,0,0,0,1,0,0,0,0
20,startLeft,straight,12,7,98,0,0,0,1,0,0,0,0
20,startLeft,straight,12,7,99,0,0,0,1,0,0,0,0
20,startLeft,straight,12,7,100,0,0,0,1,0,0,0,0
20,startLeft,straight,12,7,101,0,0,0,1,0,0,0,0
20,startLeft,straight,12,7,102,0,0,0,0,1,0,1,0
20,startLeft,straight,12,7,103,0,0,0,0,1,0,1,0
20,startLeft,straight,12,7,104,0,0,0,0,1,0,1,0
20,startLeft,straight,12,7,105,0,0,0,0,1,0,1,0
20,startLeft,straight,12,7,106,0,0,0,0,1,0,1,0
20,startLeft,straight,12,7,107,0,0,0,0,1,0,1,0
20,startLeft,straight,12,7,108,1,0,1,0,0,0,0,0
20,startLeft,straight,12,8,109,1,0,1,0,0,0,0,0
20,startLeft,straight,12,9,110,1,0,1,0,0,0,0,0
20,startLeft,straight,12,10,111,1,0,1,0,0,0,0,0
20,startLeft,straight,12,11,112,1,0,1,0,0,0,0,0
20,startLeft,straight,12,12,113,1,0,1,0,0,0,0,0
20,startLeft,straight,12,13,114,1,0,1,0,0,0,0,0
20,startLeft,straight,12,14,115,0,1,0,0,0,0,0,0
20,startLeft,straight,12,15,116,0,1,0,0,0,0,0,0
20,startLeft,straight,12,16,117,0,1,0,0,0,0,0,0
20,startLeft,straight,12,17,118,0,1,0,0,0,0,0,0
