id,startLocation_21,traffic_21,x_21,y_21,time_21,lightForLeftStraight,lightForLeftTurnRight,lightForRightStraight,lightForRightTurnRight,lightForUpStraight,lightForUpTurnRigt,lightForBottomStraight,lightForBottomTurnRight
21,startDown,turnLeft,25,8,89,0,0,0,0,0,1,0,0
21,startDown,turnLeft,24,8,90,0,0,0,0,0,0,0,1
21,startDown,turnLeft,23,8,91,0,0,0,0,0,0,0,1
21,startDown,turnLeft,22,8,92,0,0,0,0,0,0,0,1
21,startDown,turnLeft,21,8,93,0,0,0,0,0,0,0,1
21,startDown,turnLeft,20,8,94,0,0,0,0,0,0,0,1
21,startDown,turnLeft,19,8,95,0,0,0,0,0,0,0,1
21,startDown,turnLeft,18,8,96,0,0,0,1,0,0,0,0
21,startDown,turnLeft,17,8,97,0,0,0,1,0,0,0,0
21,startDown,turnLeft,17,8,98,0,0,0,1,0,0,0,0
21,startDown,turnLeft,17,8,99,0,0,0,1,0,0,0,0
21,startDown,turnLeft,17,8,100,0,0,0,1,0,0,0,0
21,startDown,turnLeft,17,8,101,0,0,0,1,0,0,0,0
21,startDown,turnLeft,17,8,102,0,0,0,0,1,0,1,0
21,startDown,turnLeft,16,8,103,0,0,0,0,1,0,1,0
21,startDown,turnLeft,15,8,104,0,0,0,0,1,0,1,0
21,startDown,turnLeft,15,7,105,0,0,0,0,1,0,1,0
21,startDown,turnLeft,15,6,106,0,0,0,0,1,0,1,0
21,startDown,turnLeft,15,5,107,0,0,0,0,1,0,1,0
21,startDown,turnLeft,15,4,108,1,0,1,0,0,0,0,0
21,startDown,turnLeft,15,3,109,1,0,1,0,0,0,0,0
21,startDown,turnLeft,15,2,110,1,0,1,0,0,0,0,0
21,startDown,turnLeft,15,1,111,1,0,1,0,0,0,0,0
21,startDown,turnLeft,15,0,112,1,0,1,0,0,0,0,0
