id,startLocation_11,traffic_11,x_11,y_11,time_11,lightForLeftStraight,lightForLeftTurnRight,lightForRightStraight,lightForRightTurnRight,lightForUpStraight,lightForUpTurnRigt,lightForBottomStraight,lightForBottomTurnRight
11,startDown,turnRight,25,8,49,0,0,0,0,0,1,0,0
11,startDown,turnRight,25,9,50,0,0,0,0,0,1,0,0
11,startDown,turnRight,24,9,51,0,0,0,0,0,1,0,0
11,startDown,turnRight,23,9,52,0,0,0,0,0,1,0,0
11,startDown,turnRight,22,9,53,0,0,0,0,0,1,0,0
11,startDown,turnRight,21,9,54,0,0,0,0,0,0,0,1
11,startDown,turnRight,20,9,55,0,0,0,0,0,0,0,1
11,startDown,turnRight,19,9,56,0,0,0,0,0,0,0,1
11,startDown,turnRight,18,9,57,0,0,0,0,0,0,0,1
11,startDown,turnRight,17,9,58,0,0,0,0,0,0,0,1
11,startDown,turnRight,16,9,59,0,0,0,0,0,0,0,1
11,startDown,turnRight,15,9,60,0,0,0,1,0,0,0,0
11,startDown,turnRight,14,9,61,0,0,0,1,0,0,0,0
11,startDown,turnRight,13,9,62,0,0,0,1,0,0,0,0
11,startDown,turnRight,13,10,63,0,0,0,1,0,0,0,0
11,startDown,turnRight,13,11,64,0,0,0,1,0,0,0,0
11,startDown,turnRight,13,12,65,0,0,0,1,0,0,0,0
11,startDown,turnRight,13,13,66,0,0,0,0,1,0,1,0
11,startDown,turnRight,13,14,67,0,0,0,0,1,0,1,0
11,startDown,turnRight,13,15,68,0,0,0,0,1,0,1,0
11,startDown,turnRight,13,16,69,0,0,0,0,1,0,1,0
11,startDown,turnRight,13,17,70,0,0,0,0,1,0,1,0
