id,startLocation_4,traffic_4,x_4,y_4,time_4,lightForLeftStraight,lightForLeftTurnRight,lightForRightStraight,lightForRightTurnRight,lightForUpStraight,lightForUpTurnRigt,lightForBottomStraight,lightForBottomTurnRight
4,startDown,straight,25,8,21,0,0,0,0,0,0,0,1
4,startDown,straight,24,8,22,0,0,0,0,0,0,0,1
4,startDown,straight,23,8,23,0,0,0,0,0,0,0,1
4,startDown,straight,22,8,24,0,0,0,1,0,0,0,0
4,startDown,straight,21,8,25,0,0,0,1,0,0,0,0
4,startDown,straight,20,8,26,0,0,0,1,0,0,0,0
4,startDown,straight,19,8,27,0,0,0,1,0,0,0,0
4,startDown,straight,18,8,28,0,0,0,1,0,0,0,0
4,startDown,straight,17,8,29,0,0,0,1,0,0,0,0
4,startDown,straight,17,8,30,0,0,0,0,1,0,1,0
4,startDown,straight,16,8,31,0,0,0,0,1,0,1,0
4,startDown,straight,15,8,32,0,0,0,0,1,0,1,0
4,startDown,straight,14,8,33,0,0,0,0,1,0,1,0
4,startDown,straight,13,8,34,0,0,0,0,1,0,1,0
4,startDown,straight,12,8,35,0,0,0,0,1,0,1,0
4,startDown,straight,11,8,36,1,0,1,0,0,0,0,0
4,startDown,straight,10,8,37,1,0,1,0,0,0,0,0
4,startDown,straight,9,8,38,1,0,1,0,0,0,0,0
4,startDown,straight,8,8,39,1,0,1,0,0,0,0,0
4,startDown,straight,7,8,40,1,0,1,0,0,0,0,0
4,startDown,straight,6,8,41,1,0,1,0,0,0,0,0
4,startDown,straight,5,8,42,0,1,0,0,0,0,0,0
4,startDown,straight,4,8,43,0,1,0,0,0,0,0,0
4,startDown,straight,3,8,44,0,1,0,0,0,0,0,0
4,startDown,straight,2,8,45,0,1,0,0,0,0,0,0
4,startDown,straight,1,8,46,0,1,0,0,0,0,0,0
4,startDown,straight,0,8,47,0,1,0,0,0,0,0,0
