id,startLocation_5,traffic_5,x_5,y_5,time_5,lightForLeftStraight,lightForLeftTurnRight,lightForRightStraight,lightForRightTurnRight,lightForUpStraight,lightForUpTurnRigt,lightForBottomStraight,lightForBottomTurnRight
5,startDown,turnRight,25,8,25,0,0,0,1,0,0,0,0
5,startDown,turnRight,25,9,26,0,0,0,1,0,0,0,0
5,startDown,turnRight,24,9,27,0,0,0,1,0,0,0,0
5,startDown,turnRight,23,9,28,0,0,0,1,0,0,0,0
5,startDown,turnRight,22,9,29,0,0,0,1,0,0,0,0
5,startDown,turnRight,21,9,30,0,0,0,0,1,0,1,0
5,startDown,turnRight,20,9,31,0,0,0,0,1,0,1,0
5,startDown,turnRight,19,9,32,0,0,0,0,1,0,1,0
5,startDown,turnRight,18,9,33,0,0,0,0,1,0,1,0
5,startDown,turnRight,17,9,34,0,0,0,0,1,0,1,0
5,startDown,turnRight,16,9,35,0,0,0,0,1,0,1,0
5,startDown,turnRight,16,9,36,1,0,1,0,0,0,0,0
5,startDown,turnRight,16,9,37,1,0,1,0,0,0,0,0
5,startDown,turnRight,16,9,38,1,0,1,0,0,0,0,0
5,startDown,turnRight,16,9,39,1,0,1,0,0,0,0,0
5,startDown,turnRight,16,9,40,1,0,1,0,0,0,0,0
5,startDown,turnRight,16,9,41,1,0,1,0,0,0,0,0
5,startDown,turnRight,16,9,42,0,1,0,0,0,0,0,0
5,startDown,turnRight,16,9,43,0,1,0,0,0,0,0,0
5,startDown,turnRight,16,9,44,0,1,0,0,0,0,0,0
5,startDown,turnRight,16,9,45,0,1,0,0,0,0,0,0
5,startDown,turnRight,16,9,46,0,1,0,0,0,0,0,0
5,startDown,turnRight,16,9,47,0,1,0,0,0,0,0,0
5,startDown,turnRight,16,9,48,0,0,0,0,0,1,0,0
5,startDown,turnRight,16,9,49,0,0,0,0,0,1,0,0
5,startDown,turnRight,16,9,50,0,0,0,0,0,1,0,0
5,startDown,turnRight,16,9,51,0,0,0,0,0,1,0,0
5,startDown,turnRight,16,9,52,0,0,0,0,0,1,0,0
5,startDown,turnRight,16,9,53,0,0,0,0,0,1,0,0
5,startDown,turnRight,16,9,54,0,0,0,0,0,0,0,1
5,startDown,turnRight,15,9,55,0,0,0,0,0,0,0,1
5,startDown,turnRight,14,9,56,0,0,0,0,0,0,0,1
5,startDown,turnRight,13,9,57,0,0,0,0,0,0,0,1
5,startDown,turnRight,13,10,58,0,0,0,0,0,0,0,1
5,startDown,turnRight,13,11,59,0,0,0,0,0,0,0,1
5,startDown,turnRight,13,12,60,0,0,0,1,0,0,0,0
5,startDown,turnRight,13,13,61,0,0,0,1,0,0,0,0
5,startDown,turnRight,13,14,62,0,0,0,1,0,0,0,0
5,startDown,turnRight,13,15,63,0,0,0,1,0,0,0,0
5,startDown,turnRight,13,16,64,0,0,0,1,0,0,0,0
5,startDown,turnRight,13,17,65,0,0,0,1,0,0,0,0
