id,startLocation_23,traffic_23,x_23,y_23,time_23,lightForLeftStraight,lightForLeftTurnRight,lightForRightStraight,lightForRightTurnRight,lightForUpStraight,lightForUpTurnRigt,lightForBottomStraight,lightForBottomTurnRight
23,startDown,straight,25,8,97,0,0,0,1,0,0,0,0
23,startDown,straight,24,8,98,0,0,0,1,0,0,0,0
23,startDown,straight,23,8,99,0,0,0,1,0,0,0,0
23,startDown,straight,22,8,100,0,0,0,1,0,0,0,0
23,startDown,straight,21,8,101,0,0,0,1,0,0,0,0
23,startDown,straight,20,8,102,0,0,0,0,1,0,1,0
23,startDown,straight,19,8,103,0,0,0,0,1,0,1,0
23,startDown,straight,18,8,104,0,0,0,0,1,0,1,0
23,startDown,straight,17,8,105,0,0,0,0,1,0,1,0
23,startDown,straight,16,8,106,0,0,0,0,1,0,1,0
23,startDown,straight,15,8,107,0,0,0,0,1,0,1,0
23,startDown,straight,14,8,108,1,0,1,0,0,0,0,0
23,startDown,straight,13,8,109,1,0,1,0,0,0,0,0
23,startDown,straight,12,8,110,1,0,1,0,0,0,0,0
23,startDown,straight,11,8,111,1,0,1,0,0,0,0,0
23,startDown,straight,10,8,112,1,0,1,0,0,0,0,0
23,startDown,straight,9,8,113,1,0,1,0,0,0,0,0
23,startDown,straight,8,8,114,1,0,1,0,0,0,0,0
23,startDown,straight,7,8,115,0,1,0,0,0,0,0,0
23,startDown,straight,6,8,116,0,1,0,0,0,0,0,0
23,startDown,straight,5,8,117,0,1,0,0,0,0,0,0
23,startDown,straight,4,8,118,0,1,0,0,0,0,0,0
23,startDown,straight,3,8,119,0,1,0,0,0,0,0,0
23,startDown,straight,2,8,120,0,1,0,0,0,0,0,0
23,startDown,straight,1,8,121,0,0,0,0,0,1,0,0
23,startDown,straight,0,8,122,0,0,0,0,0,1,0,0
