id,startLocation_15,traffic_15,x_15,y_15,time_15,lightForLeftStraight,lightForLeftTurnRight,lightForRightStraight,lightForRightTurnRight,lightForUpStraight,lightForUpTurnRigt,lightForBottomStraight,lightForBottomTurnRight
15,startRight,turnRight,15,17,65,0,0,0,1,0,0,0,0
15,startRight,turnRight,14,17,66,0,0,0,0,1,0,1,0
15,startRight,turnRight,14,16,67,0,0,0,0,1,0,1,0
15,startRight,turnRight,14,15,68,0,0,0,0,1,0,1,0
15,startRight,turnRight,14,14,69,0,0,0,0,1,0,1,0
15,startRight,turnRight,14,13,70,0,0,0,0,1,0,1,0
15,startRight,turnRight,14,12,71,0,0,0,0,1,0,1,0
15,startRight,turnRight,14,12,72,1,0,1,0,0,0,0,0
15,startRight,turnRight,14,12,73,1,0,1,0,0,0,0,0
15,startRight,turnRight,14,12,74,1,0,1,0,0,0,0,0
15,startRight,turnRight,14,12,75,1,0,1,0,0,0,0,0
15,startRight,turnRight,14,12,76,1,0,1,0,0,0,0,0
15,startRight,turnRight,14,12,77,1,0,1,0,0,0,0,0
15,startRight,turnRight,14,12,78,0,1,0,0,0,0,0,0
15,startRight,turnRight,14,12,79,0,1,0,0,0,0,0,0
15,startRight,turnRight,14,12,80,0,1,0,0,0,0,0,0
15,startRight,turnRight,14,12,81,0,1,0,0,0,0,0,0
15,startRight,turnRight,14,12,82,0,1,0,0,0,0,0,0
15,startRight,turnRight,14,12,83,0,1,0,0,0,0,0,0
15,startRight,turnRight,14,12,84,0,0,0,0,0,1,0,0
15,startRight,turnRight,14,12,85,0,0,0,0,0,1,0,0
15,startRight,turnRight,14,12,86,0,0,0,0,0,1,0,0
15,startRight,turnRight,14,12,87,0,0,0,0,0,1,0,0
15,startRight,turnRight,14,12,88,0,0,0,0,0,1,0,0
15,startRight,turnRight,14,12,89,0,0,0,0,0,1,0,0
15,startRight,turnRight,14,12,90,0,0,0,0,0,0,0,1
15,startRight,turnRight,14,12,91,0,0,0,0,0,0,0,1
15,startRight,turnRight,14,12,92,0,0,0,0,0,0,0,1
15,startRight,turnRight,14,12,93,0,0,0,0,0,0,0,1
15,startRight,turnRight,14,12,94,0,0,0,0,0,0,0,1
15,startRight,turnRight,14,12,95,0,0,0,0,0,0,0,1
15,startRight,turnRight,14,12,96,0,0,0,1,0,0,0,0
15,startRight,turnRight,14,11,97,0,0,0,1,0,0,0,0
15,startRight,turnRight,14,10,98,0,0,0,1,0,0,0,0
15,startRight,turnRight,14,9,99,0,0,0,1,0,0,0,0
15,startRight,turnRight,13,9,100,0,0,0,1,0,0,0,0
15,startRight,turnRight,12,9,101,0,0,0,1,0,0,0,0
15,startRight,turnRight,11,9,102,0,0,0,0,1,0,1,0
15,startRight,turnRight,10,9,103,0,0,0,0,1,0,1,0
15,startRight,turnRight,9,9,104,0,0,0,0,1,0,1,0
15,startRight,turnRight,8,9,105,0,0,0,0,1,0,1,0
15,startRight,turnRight,7,9,106,0,0,0,0,1,0,1,0
15,startRight,turnRight,6,9,107,0,0,0,0,1,0,1,0
15,startRight,turnRight,5,9,108,1,0,1,0,0,0,0,0
15,startRight,turnRight,4,9,109,1,0,1,0,0,0,0,0
15,startRight,turnRight,3,9,110,1,0,1,0,0,0,0,0
15,startRight,turnRight,2,9,111,1,0,1,0,0,0,0,0
15,startRight,turnRight,1,9,112,1,0,1,0,0,0,0,0
15,startRight,turnRight,0,9,113,1,0,1,0,0,0,0,0
