id,startLocation_9,traffic_9,x_9,y_9,time_9,lightForLeftStraight,lightForLeftTurnRight,lightForRightStraight,lightForRightTurnRight,lightForUpStraight,lightForUpTurnRigt,lightForBottomStraight,lightForBottomTurnRight
9,startDown,turnLeft,25,8,41,1,0,1,0,0,0,0,0
9,startDown,turnLeft,24,8,42,0,1,0,0,0,0,0,0
9,startDown,turnLeft,23,8,43,0,1,0,0,0,0,0,0
9,startDown,turnLeft,22,8,44,0,1,0,0,0,0,0,0
9,startDown,turnLeft,21,8,45,0,1,0,0,0,0,0,0
9,startDown,turnLeft,20,8,46,0,1,0,0,0,0,0,0
9,startDown,turnLeft,19,8,47,0,1,0,0,0,0,0,0
9,startDown,turnLeft,18,8,48,0,0,0,0,0,1,0,0
9,startDown,turnLeft,17,8,49,0,0,0,0,0,1,0,0
9,startDown,turnLeft,17,8,50,0,0,0,0,0,1,0,0
9,startDown,turnLeft,17,8,51,0,0,0,0,0,1,0,0
9,startDown,turnLeft,17,8,52,0,0,0,0,0,1,0,0
9,startDown,turnLeft,17,8,53,0,0,0,0,0,1,0,0
9,startDown,turnLeft,17,8,54,0,0,0,0,0,0,0,1
9,startDown,turnLeft,17,8,55,0,0,0,0,0,0,0,1
9,startDown,turnLeft,17,8,56,0,0,0,0,0,0,0,1
9,startDown,turnLeft,17,8,57,0,0,0,0,0,0,0,1
9,startDown,turnLeft,17,8,58,0,0,0,0,0,0,0,1
9,startDown,turnLeft,17,8,59,0,0,0,0,0,0,0,1
9,startDown,turnLeft,17,8,60,0,0,0,1,0,0,0,0
9,startDown,turnLeft,17,8,61,0,0,0,1,0,0,0,0
9,startDown,turnLeft,17,8,62,0,0,0,1,0,0,0,0
9,startDown,turnLeft,17,8,63,0,0,0,1,0,0,0,0
9,startDown,turnLeft,17,8,64,0,0,0,1,0,0,0,0
9,startDown,turnLeft,17,8,65,0,0,0,1,0,0,0,0
9,startDown,turnLeft,17,8,66,0,0,0,0,1,0,1,0
9,startDown,turnLeft,16,8,67,0,0,0,0,1,0,1,0
9,startDown,turnLeft,15,8,68,0,0,0,0,1,0,1,0
9,startDown,turnLeft,15,7,69,0,0,0,0,1,0,1,0
9,startDown,turnLeft,15,6,70,0,0,0,0,1,0,1,0
9,startDown,turnLeft,15,5,71,0,0,0,0,1,0,1,0
9,startDown,turnLeft,15,4,72,1,0,1,0,0,0,0,0
9,startDown,turnLeft,15,3,73,1,0,1,0,0,0,0,0
9,startDown,turnLeft,15,2,74,1,0,1,0,0,0,0,0
9,startDown,turnLeft,15,1,75,1,0,1,0,0,0,0,0
9,startDown,turnLeft,15,0,76,1,0,1,0,0,0,0,0
