id,startLocation_38,traffic_38,x_38,y_38,time_38,lightForLeftStraight,lightForLeftTurnRight,lightForRightStraight,lightForRightTurnRight,lightForUpStraight,lightForUpTurnRigt,lightForBottomStraight,lightForBottomTurnRight
38,startRight,turnRight,15,17,157,0,0,0,0,0,1,0,0
38,startRight,turnRight,14,17,158,0,0,0,0,0,1,0,0
38,startRight,turnRight,14,16,159,0,0,0,0,0,1,0,0
38,startRight,turnRight,14,15,160,0,0,0,0,0,1,0,0
38,startRight,turnRight,14,14,161,0,0,0,0,0,1,0,0
38,startRight,turnRight,14,13,162,0,0,0,0,0,1,0,0
38,startRight,turnRight,14,12,163,0,0,0,0,0,0,0,1
38,startRight,turnRight,14,12,164,0,0,0,0,0,0,0,1
38,startRight,turnRight,14,12,165,0,0,0,0,0,0,0,1
38,startRight,turnRight,14,12,166,0,0,0,0,0,0,0,1
38,startRight,turnRight,14,12,167,0,0,0,0,0,0,0,1
38,startRight,turnRight,14,12,168,0,0,0,0,0,0,0,1
38,startRight,turnRight,14,12,169,0,0,0,1,0,0,0,0
38,startRight,turnRight,14,11,170,0,0,0,1,0,0,0,0
38,startRight,turnRight,14,10,171,0,0,0,1,0,0,0,0
38,startRight,turnRight,14,9,172,0,0,0,1,0,0,0,0
38,startRight,turnRight,13,9,173,0,0,0,1,0,0,0,0
38,startRight,turnRight,12,9,174,0,0,0,1,0,0,0,0
38,startRight,turnRight,11,9,175,0,0,0,0,1,0,1,0
38,startRight,turnRight,10,9,176,0,0,0,0,1,0,1,0
38,startRight,turnRight,9,9,177,0,0,0,0,1,0,1,0
38,startRight,turnRight,8,9,178,0,0,0,0,1,0,1,0
38,startRight,turnRight,7,9,179,0,0,0,0,1,0,1,0
38,startRight,turnRight,6,9,180,0,0,0,0,1,0,1,0
38,startRight,turnRight,5,9,181,1,0,1,0,0,0,0,0
38,startRight,turnRight,4,9,182,1,0,1,0,0,0,0,0
38,startRight,turnRight,3,9,183,1,0,1,0,0,0,0,0
38,startRight,turnRight,2,9,184,1,0,1,0,0,0,0,0
38,startRight,turnRight,1,9,185,1,0,1,0,0,0,0,0
38,startRight,turnRight,0,9,186,1,0,1,0,0,0,0,0
